id, AccountGameNumber, SeasonGameNumber, Rank, Map, PlacementMatch, IfPlacementWLD, createdAt, updatedAt, GamertagId, SeasonNumber, UserUuid
1151,1148,68,2980,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1152,1149,69,2954,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1153,1150,70,2976,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1154,1151,71,2947,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1155,1152,72,2966,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1156,1153,73,2939,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1157,1154,74,2964,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1158,1155,75,2988,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1159,1156,76,3011,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1160,1157,77,3036,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1161,1158,78,3062,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1162,1159,79,3081,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1163,1160,80,3058,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1164,1161,81,3082,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1165,1162,82,3105,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1166,1163,83,3082,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1167,1164,84,3106,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1168,1165,85,3081,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1169,1166,86,3107,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1170,1167,87,3107,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1171,1168,88,3130,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1172,1169,89,3107,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1173,1170,90,3107,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1174,1171,91,3130,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1175,1172,92,3149,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1176,1173,93,3125,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1177,1174,94,3101,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,7,92323138-f458-417b-894a-63363bb88fe2
1178,1175,1,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1179,1176,2,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1180,1177,3,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1181,1178,4,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1182,1179,5,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1183,1180,6,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1184,1181,7,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1185,1182,8,3101,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1186,1183,9,3101,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1187,1184,10,3230,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1188,1185,11,3207,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1189,1186,12,3228,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1190,1187,13,3205,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1191,1188,14,3229,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1192,1189,15,3207,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1193,1190,16,3185,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1194,1191,17,3161,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1195,1192,18,3185,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1196,1193,19,3160,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1197,1194,20,3183,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1198,1195,21,3205,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1199,1196,22,3180,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1200,1197,23,3203,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1201,1198,24,3179,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1202,1199,25,3203,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1203,1200,26,3226,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1204,1201,27,3251,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1205,1202,28,3227,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1206,1203,29,3251,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1207,1204,30,3227,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1208,1205,31,3251,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1209,1206,32,3274,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1210,1207,33,3250,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1211,1208,34,3226,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1212,1209,35,3237,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1213,1210,36,3199,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1214,1211,37,3176,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1215,1212,38,3149,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1216,1213,39,3172,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1217,1214,40,3148,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1218,1215,41,3171,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1219,1216,42,3195,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1220,1217,43,3219,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1221,1218,44,3243,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1222,1219,45,3266,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1223,1220,46,3293,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1224,1221,47,3267,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1225,1222,48,3291,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1226,1223,49,3315,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1227,1224,50,3291,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1228,1225,51,3314,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1229,1226,52,3291,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1230,1227,53,3316,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1231,1228,54,3293,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1232,1229,55,3317,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1233,1230,56,3341,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1234,1231,57,3317,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1235,1232,58,3339,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1236,1233,59,3314,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1237,1234,60,3338,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1238,1235,61,3362,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1239,1236,62,3362,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1240,1237,63,3387,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1241,1238,64,3363,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1242,1239,65,3387,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1243,1240,66,3359,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1244,1241,67,3336,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1245,1242,68,3360,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1246,1243,69,3360,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1247,1244,70,3335,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1248,1245,71,3310,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1249,1246,72,3333,Junkertown,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1250,1247,73,3309,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1251,1248,74,3333,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1252,1249,75,3356,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1253,1250,76,3331,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1254,1251,77,3354,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1255,1252,78,3329,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1256,1253,79,3303,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1257,1254,80,3303,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1258,1255,81,3279,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1259,1256,82,3254,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1260,1257,83,3230,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1261,1258,84,3254,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1262,1259,85,3231,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1263,1260,86,3207,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1264,1261,87,3231,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1265,1262,88,3255,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1266,1263,89,3230,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1267,1264,90,3255,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,8,92323138-f458-417b-894a-63363bb88fe2
1268,1265,1,3255,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1269,1266,2,3255,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1270,1267,3,3255,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1271,1268,4,3255,Placement,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1272,1269,5,3255,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1273,1270,6,3255,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1274,1271,7,3255,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1275,1272,8,3255,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1276,1273,9,3255,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1277,1274,10,3178,Placement,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1278,1275,11,3203,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1279,1276,12,3179,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1280,1277,13,3203,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1281,1278,14,3228,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1282,1279,15,3204,Blizzard World,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1283,1280,16,3181,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1284,1281,17,3157,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1285,1282,18,3180,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1286,1283,19,3204,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1287,1284,20,3180,Dorado,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1288,1285,21,3156,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1289,1286,22,3132,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1290,1287,23,3156,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1291,1288,24,3132,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1292,1289,25,3108,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1293,1290,26,3133,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1294,1291,27,3109,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1295,1292,28,3085,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1296,1293,29,3109,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1297,1294,30,3133,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1298,1295,31,3109,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1299,1296,32,3085,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1300,1297,33,3109,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1301,1298,34,3133,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1302,1299,35,3108,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1303,1300,36,3084,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1304,1301,37,3060,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1305,1302,38,3060,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1306,1303,39,3037,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1307,1304,40,3012,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1308,1305,41,2988,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1309,1306,42,3014,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1310,1307,43,3037,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1311,1308,44,3013,Numbani,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1312,1309,45,3037,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,2,9,92323138-f458-417b-894a-63363bb88fe2
1313,1,1,0,PLACEMENT,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1314,2,2,0,PLACEMENT,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1315,3,3,0,PLACEMENT,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1316,4,4,0,PLACEMENT,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1317,5,5,0,PLACEMENT,1,W,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1318,6,6,0,PLACEMENT,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1319,7,7,0,PLACEMENT,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1320,8,8,0,PLACEMENT,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1321,9,9,0,PLACEMENT,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1322,10,10,2454,PLACEMENT,1,L,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1323,11,11,2522,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1324,12,12,2573,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1325,13,13,2624,Temple of Anubis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1326,14,14,2668,King's Row,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1327,15,15,2703,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1328,16,16,2676,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1329,17,17,2719,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1330,18,18,2748,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1331,19,19,2725,Watchpoint: Gibraltar,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1332,20,20,2696,Nepal,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1333,21,21,2670,Horizon Lunar Colony,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1334,22,22,2700,Ilios,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1335,23,23,2733,Route 66,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1336,24,24,2760,Oasis,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1337,25,25,2784,Hanamura,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1338,26,26,2784,Volskaya Industries,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1339,27,27,2766,Hollywood,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1340,28,28,2793,Eichenwalde,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
1341,29,29,2815,Lijiang Tower,0,,1000-01-01 00:00:00,1000-01-01 00:00:00,3,6,92323138-f458-417b-894a-63363bb88fe2
